,TEAM,FROM,TO,URL
14399,Atlanta Hawks,1996,1996,/players/w/webbsp01.html
14400,Minnesota Timberwolves,1996,1996,/players/w/webbsp01.html
14401,Orlando Magic,1998,1998,/players/w/webbsp01.html
14402,Golden State Warriors,1994,1994,/players/w/webbech01.html
14403,Washington Bullets,1995,1995,/players/w/webbech01.html
14404,Washington Bullets,1996,1997,/players/w/webbech01.html
14405,Washington Wizards,1998,1998,/players/w/webbech01.html
14406,Sacramento Kings,1999,2005,/players/w/webbech01.html
14407,Philadelphia 76ers,2005,2007,/players/w/webbech01.html
14408,Detroit Pistons,2007,2007,/players/w/webbech01.html
14409,Golden State Warriors,2008,2008,/players/w/webbech01.html
14410,Memphis Grizzlies,2016,2016,/players/w/weberbr01.html
14411,Miami Heat,2016,2016,/players/w/weberbr01.html
14412,Golden State Warriors,2017,2017,/players/w/weberbr01.html
14413,Charlotte Hornets,2017,2017,/players/w/weberbr01.html
14414,Houston Rockets,2018,2018,/players/w/weberbr01.html
14415,Memphis Grizzlies,2018,2018,/players/w/weberbr01.html
14416,New York Knicks,1947,1947,/players/w/weberja01.html
14417,Providence Steamrollers,1947,1947,/players/w/weberja01.html
14418,Providence Steamrollers,1947,1947,/players/w/weberja01.html
14419,New York Nets,1972,1972,/players/w/webstel01.html
14420,Washington Bullets,1996,1996,/players/w/webstje01.html
14421,Portland Trail Blazers,2006,2009,/players/w/webstma02.html
14422,Portland Trail Blazers,2010,2010,/players/w/webstma02.html
14423,Minnesota Timberwolves,2011,2012,/players/w/webstma02.html
14424,Washington Wizards,2013,2015,/players/w/webstma02.html
14425,Denver Nuggets,1976,1976,/players/w/webstma01.html
14426,Denver Nuggets,1977,1977,/players/w/webstma01.html
14427,Seattle SuperSonics,1978,1978,/players/w/webstma01.html
14428,New York Knicks,1979,1984,/players/w/webstma01.html
14429,New York Knicks,1980,1983,/players/w/webstma01.html
14430,Milwaukee Bucks,1987,1987,/players/w/webstma01.html
14431,Kansas City-Omaha Kings,1975,"Omaha Kings, 1975",/players/w/wedmasc01.html
14432,Kansas City Kings,1976,1981,/players/w/wedmasc01.html
14433,Cleveland Cavaliers,1982,1983,/players/w/wedmasc01.html
14434,Boston Celtics,1983,1983,/players/w/wedmasc01.html
14435,Boston Celtics,1983,1987,/players/w/wedmasc01.html
14436,Denver Nuggets,2009,2009,/players/w/weemsso01.html
14437,Toronto Raptors,2010,2011,/players/w/weemsso01.html
14438,Phoenix Suns,2016,2016,/players/w/weemsso01.html
14439,Philadelphia 76ers,2016,2016,/players/w/weemsso01.html
14440,Indianapolis Jets,1949,1949,/players/w/wehrdi01.html
14441,San Antonio Spurs,1984,1984,/players/w/weidnbr01.html
14442,Philadelphia 76ers,1966,1966,/players/w/weissbo01.html
14443,Philadelphia 76ers,1967,1967,/players/w/weissbo01.html
14444,Seattle SuperSonics,1968,1968,/players/w/weissbo01.html
14445,Milwaukee Bucks,1969,1969,/players/w/weissbo01.html
14446,Chicago Bulls,1969,1974,/players/w/weissbo01.html
14447,Buffalo Braves,1975,1976,/players/w/weissbo01.html
14448,Washington Bullets,1977,1977,/players/w/weissbo01.html
14449,Boston Celtics,1968,1968,/players/w/weitzri01.html
14450,Portland Trail Blazers,1999,2004,/players/w/wellsbo01.html
14451,Memphis Grizzlies,2004,2004,/players/w/wellsbo01.html
14452,Memphis Grizzlies,2005,2005,/players/w/wellsbo01.html
14453,Sacramento Kings,2006,2006,/players/w/wellsbo01.html
14454,Houston Rockets,2007,2008,/players/w/wellsbo01.html
14455,New Orleans Hornets,2008,2008,/players/w/wellsbo01.html
14456,Dallas Mavericks,1998,1998,/players/w/wellsbu01.html
14457,Houston Rockets,1975,1975,/players/w/wellsow01.html
14458,Chicago Zephyrs,1963,1963,/players/w/wellsra01.html
14459,Philadelphia 76ers,1988,1989,/players/w/welpch01.html
14460,San Antonio Spurs,1990,1990,/players/w/welpch01.html
14461,Golden State Warriors,1990,1990,/players/w/welpch01.html
14462,Golden State Warriors,2003,2003,/players/w/welscji01.html
14463,Boston Celtics,2004,2005,/players/w/welscji01.html
14464,Cleveland Cavaliers,2005,2005,/players/w/welscji01.html
14465,Milwaukee Bucks,2006,2006,/players/w/welscji01.html
14466,Denver Nuggets,2019,2019,/players/w/welshth01.html
14467,Dallas Mavericks,1986,1990,/players/w/wennibi01.html
14468,Sacramento Kings,1991,1991,/players/w/wennibi01.html
14469,Chicago Bulls,1994,1999,/players/w/wennibi01.html
14470,Sacramento Kings,2000,2000,/players/w/wennibi01.html
14471,Boston Celtics,1994,1994,/players/w/wenstma01.html
14472,Denver Nuggets,1993,1993,/players/w/werdaro01.html
14473,New Jersey Nets,1996,1997,/players/w/werdaro01.html
14474,Toronto Huskies,1947,1947,/players/w/wertira01.html
14475,Cleveland Rebels,1947,1947,/players/w/wertira01.html
14476,Providence Steamrollers,1948,1948,/players/w/wertira01.html
14477,New Jersey Nets,1994,1994,/players/w/wesleda01.html
14478,Boston Celtics,1995,1997,/players/w/wesleda01.html
14479,Charlotte Hornets,1998,2002,/players/w/wesleda01.html
14480,New Orleans Hornets,2003,2005,/players/w/wesleda01.html
14481,Houston Rockets,2005,2006,/players/w/wesleda01.html
14482,Cleveland Cavaliers,2007,2007,/players/w/wesleda01.html
14483,Cincinnati Royals,1967,1969,/players/w/weslewa01.html
14484,Chicago Bulls,1970,1970,/players/w/weslewa01.html
14485,Cleveland Cavaliers,1971,1973,/players/w/weslewa01.html
14486,Phoenix Suns,1973,1973,/players/w/weslewa01.html
14487,Capital Bullets,1974,1974,/players/w/weslewa01.html
14488,Capital Bullets,1974,1974,/players/w/weslewa01.html
14489,Philadelphia 76ers,1975,1975,/players/w/weslewa01.html
14490,Milwaukee Bucks,1975,1975,/players/w/weslewa01.html
14491,Los Angeles Lakers,1976,1976,/players/w/weslewa01.html
14492,New Orleans Hornets,2004,2008,/players/w/westda01.html
14493,New Orleans/Oklahoma City Hornets,2006,2007,/players/w/westda01.html
14494,New Orleans Hornets,2009,2011,/players/w/westda01.html
14495,Indiana Pacers,2012,2015,/players/w/westda01.html
14496,San Antonio Spurs,2016,2016,/players/w/westda01.html
14497,Golden State Warriors,2017,2018,/players/w/westda01.html
14498,Boston Celtics,2005,2011,/players/w/westde01.html
14499,Seattle SuperSonics,2008,2008,/players/w/westde01.html
14500,Cleveland Cavaliers,2008,2010,/players/w/westde01.html
14501,Dallas Mavericks,2012,2012,/players/w/westde01.html
14502,Minnesota Timberwolves,1990,1996,/players/w/westdo01.html
14503,Minnesota Timberwolves,1997,1998,/players/w/westdo01.html
14504,Vancouver Grizzlies,1999,2001,/players/w/westdo01.html
14505,Los Angeles Lakers,1961,1967,/players/w/westje01.html
14506,Los Angeles Lakers,1968,1974,/players/w/westje01.html
14507,Atlanta Hawks,2008,2010,/players/w/westma02.html
14508,New Jersey Nets,2011,2011,/players/w/westma02.html
14509,Dallas Mavericks,1984,1984,/players/w/westma01.html
14510,Milwaukee Bucks,1985,1985,/players/w/westma01.html
14511,Cleveland Cavaliers,1985,1988,/players/w/westma01.html
14512,Phoenix Suns,1988,1992,/players/w/westma01.html
14513,Phoenix Suns,1993,2000,/players/w/westma01.html
14514,Detroit Pistons,1995,1996,/players/w/westma01.html
14515,Cleveland Cavaliers,1997,1997,/players/w/westma01.html
14516,Indiana Pacers,1998,1998,/players/w/westma01.html
14517,Atlanta Hawks,1999,1999,/players/w/westma01.html
14518,Baltimore Bullets,1968,1968,/players/w/westro01.html
14519,New Jersey Americans,1968,1968,/players/w/westbde01.html
14520,Pittsburgh Pipers,1968,1968,/players/w/westbde01.html
14521,Oklahoma City Thunder,2009,2019,/players/w/westbru01.html
14522,Houston Rockets,2020,2020,/players/w/westbru01.html
14523,Washington Wizards,2021,2021,/players/w/westbru01.html
14524,Los Angeles Lakers,2022,2022,/players/w/westbru01.html
14525,Boston Celtics,1973,1975,/players/w/westppa01.html
14526,Phoenix Suns,1976,1984,/players/w/westppa01.html
14527,Seattle SuperSonics,1981,1981,/players/w/westppa01.html
14528,New York Knicks,1982,1983,/players/w/westppa01.html
14529,Los Angeles Lakers,1968,1968,/players/w/wetzejo01.html
14530,Phoenix Suns,1971,1976,/players/w/wetzejo01.html
14531,Atlanta Hawks,1973,1975,/players/w/wetzejo01.html
14532,Utah Jazz,2006,2006,/players/w/whalero01.html
14533,Chicago Bulls,1984,1985,/players/w/whatlen01.html
14534,Cleveland Cavaliers,1986,1986,/players/w/whatlen01.html
14535,Washington Bullets,1986,1987,/players/w/whatlen01.html
14536,San Antonio Spurs,1986,1986,/players/w/whatlen01.html
14537,Atlanta Hawks,1988,1995,/players/w/whatlen01.html
14538,Los Angeles Clippers,1989,1989,/players/w/whatlen01.html
14539,Portland Trail Blazers,1992,1997,/players/w/whatlen01.html
14540,Minnesota Timberwolves,1998,1998,/players/w/wheatde01.html
14541,Vancouver Grizzlies,1999,1999,/players/w/wheatde01.html
14542,Indiana Pacers,1988,1988,/players/w/wheelcl01.html
14543,Miami Heat,1989,1989,/players/w/wheelcl01.html
14544,Portland Trail Blazers,1989,1989,/players/w/wheelcl01.html
14545,Denver Nuggets,1999,1999,/players/w/wheelty01.html
14546,Boston Celtics,1955,1955,/players/w/whitask01.html
14547,Atlanta Hawks,2018,2018,/players/w/whitean01.html
14548,Chicago Bulls,2020,2022,/players/w/whiteco01.html
14549,Oklahoma City Thunder,2009,2011,/players/w/whitedj01.html
14550,Charlotte Bobcats,2011,2012,/players/w/whitedj01.html
14551,Boston Celtics,2013,2013,/players/w/whitedj01.html
14552,Charlotte Bobcats,2014,2014,/players/w/whitedj01.html
14553,San Antonio Spurs,2018,2022,/players/w/whitede01.html
14554,Boston Celtics,2022,2022,/players/w/whitede01.html
14555,Los Angeles Clippers,1988,1989,/players/w/whiteer01.html
14556,Utah Jazz,1989,1989,/players/w/whiteer01.html
14557,Atlanta Hawks,1971,1971,/players/w/whitehe01.html
14558,San Francisco Warriors,1963,1963,/players/w/whitehu01.html
14559,Philadelphia 76ers,1964,1964,/players/w/whitehu01.html
14560,Miami Floridians,1970,1970,/players/w/whitehu01.html
14561,Pittsburgh Condors,1971,1971,/players/w/whitehu01.html
14562,Washington Wizards,1999,2004,/players/w/whiteja01.html
14563,Phoenix Suns,2004,2004,/players/w/whiteja01.html
14564,Charlotte Bobcats,2005,2005,/players/w/whiteja01.html
14565,San Antonio Spurs,2007,2007,/players/w/whiteja02.html
14566,Houston Rockets,2009,2009,/players/w/whiteja02.html
14567,New York Knicks,2013,2013,/players/w/whiteja02.html
14568,Boston Celtics,1970,1979,/players/w/whitejo01.html
14569,Golden State Warriors,1979,1980,/players/w/whitejo01.html
14570,Kansas City Kings,1981,1981,/players/w/whitejo01.html
14571,Miami Heat,2017,2018,/players/w/whiteok01.html
14572,Washington Wizards,2019,2019,/players/w/whiteok01.html
14573,Dallas Mavericks,1990,1992,/players/w/whitera01.html
14574,Dallas Mavericks,1993,1994,/players/w/whitera01.html
14575,Detroit Pistons,2002,2002,/players/w/whitero02.html
14576,Denver Nuggets,2003,2003,/players/w/whitero02.html
14577,Denver Nuggets,2004,2005,/players/w/whitero02.html
14578,Golden State Warriors,2005,2005,/players/w/whitero02.html
14579,Phoenix Suns,1983,1984,/players/w/whitero01.html
14580,Milwaukee Bucks,1984,1984,/players/w/whitero01.html
14581,San Diego Clippers,1984,1984,/players/w/whitero01.html
14582,Los Angeles Clippers,1985,1987,/players/w/whitero01.html
14583,Sacramento Kings,2014,2014,/players/w/whitero03.html
14584,Houston Rockets,1976,1980,/players/w/whiteru01.html
14585,Golden State Warriors,1981,1981,/players/w/whiteru01.html
14586,Seattle SuperSonics,1981,1981,/players/w/whiteru01.html
14587,Chicago Bulls,1988,1988,/players/w/whiteto01.html
14588,New York Knicks,1988,1988,/players/w/whiteto01.html
14589,Golden State Warriors,1988,1988,/players/w/whiteto01.html
14590,Denver Nuggets,1985,1986,/players/w/whitewi01.html
14591,Brooklyn Nets,2017,2018,/players/w/whiteis01.html
14592,San Diego Clippers,1979,1983,/players/w/whiteje01.html
14593,Utah Jazz,1980,1980,/players/w/whiteje01.html
14594,Dallas Mavericks,1981,1981,/players/w/whiteje01.html
14595,Cleveland Cavaliers,1981,1981,/players/w/whiteje01.html
14596,San Diego Clippers,1984,1984,/players/w/whiteje01.html
14597,Golden State Warriors,1985,1988,/players/w/whiteje01.html
14598,Golden State Warriors,1989,1989,/players/w/whiteje01.html
14599,San Antonio Spurs,1989,1989,/players/w/whiteje01.html
14600,Toronto Raptors,1997,1997,/players/w/whitedo01.html
14601,Atlanta Hawks,1998,1998,/players/w/whitedo01.html
14602,Sacramento Kings,2011,2012,/players/w/whiteha01.html
14603,Miami Heat,2015,2019,/players/w/whiteha01.html
14604,Portland Trail Blazers,2020,2020,/players/w/whiteha01.html
14605,Sacramento Kings,2021,2021,/players/w/whiteha01.html
14606,Utah Jazz,2022,2022,/players/w/whiteha01.html
14607,Toronto Raptors,1996,1996,/players/w/whitfdw01.html
14608,San Antonio Spurs,1994,1995,/players/w/whitnch01.html
14609,Washington Bullets,1996,1997,/players/w/whitnch01.html
14610,Washington Wizards,1998,2004,/players/w/whitnch01.html
14611,Denver Nuggets,2003,2003,/players/w/whitnch01.html
14612,Orlando Magic,2003,2003,/players/w/whitnch01.html
14613,New Jersey Americans,1968,1968,/players/w/whitnha01.html
14614,New York Nets,1969,1969,/players/w/whitnha01.html
14615,Houston Mavericks,1969,1969,/players/w/whitnha01.html
14616,Carolina Cougars,1970,1970,/players/w/whitnha01.html
14617,Kansas City Kings,1981,1982,/players/w/whitnha02.html
14618,Denver Nuggets,2021,2021,/players/w/whittgr01.html
14619,Indiana Pacers,2015,2016,/players/w/whittsh01.html
14620,Portland Trail Blazers,1972,1976,/players/w/wickssi01.html
14621,Boston Celtics,1977,1978,/players/w/wickssi01.html
14622,San Diego Clippers,1979,1981,/players/w/wickssi01.html
14623,New Orleans Buccaneers,1968,1968,/players/w/widbyro01.html
14624,Tri-Cities Blackhawks,1950,"Cities Blackhawks, 1950",/players/w/wiermu01.html
14625,Cincinnati Royals,1962,1962,/players/w/wiesebo01.html
14626,San Antonio Spurs,2022,2022,/players/w/wieskjo01.html
14627,Oklahoma City Thunder,2022,2022,/players/w/wiggiaa01.html
14628,Minnesota Timberwolves,2015,2020,/players/w/wiggian01.html
14629,Golden State Warriors,2020,2022,/players/w/wiggian01.html
14630,Chicago Bulls,1984,1984,/players/w/wiggimi01.html
14631,Houston Rockets,1985,1990,/players/w/wiggimi01.html
14632,Philadelphia 76ers,1992,1992,/players/w/wiggimi01.html
14633,Milwaukee Bucks,2022,2022,/players/w/wiggili01.html
14634,Chicago Bulls,1968,1968,/players/w/wilbuke01.html
14635,Chicago Bulls,1968,1969,/players/w/wilbuke01.html
14636,New York Nets,1969,1969,/players/w/wilbuke01.html
14637,Denver Rockets,1969,1969,/players/w/wilbuke01.html
14638,Minnesota Pipers,1969,1969,/players/w/wilbuke01.html
14639,Los Angeles Clippers,2015,2016,/players/w/wilcocj01.html
14640,Orlando Magic,2017,2017,/players/w/wilcocj01.html
14641,Los Angeles Clippers,2003,2006,/players/w/wilcoch01.html
14642,Seattle SuperSonics,2006,2008,/players/w/wilcoch01.html
14643,Oklahoma City Thunder,2009,2009,/players/w/wilcoch01.html
14644,New York Knicks,2009,2009,/players/w/wilcoch01.html
14645,Detroit Pistons,2010,2011,/players/w/wilcoch01.html
14646,Boston Celtics,2012,2013,/players/w/wilcoch01.html
14647,St. Louis Bombers,1949,1949,/players/w/wilcudc01.html
14648,St. Louis Bombers,1950,1950,/players/w/wilcudc01.html
14649,Los Angeles Lakers,1963,1966,/players/w/wileyge01.html
14650,Oakland Oaks,1968,1968,/players/w/wileyge01.html
14651,Dallas Chaparrals,1968,1968,/players/w/wileyge01.html
14652,Brooklyn Nets,2018,2018,/players/w/wileyja01.html
14653,San Antonio Spurs,1981,1981,/players/w/wileymi01.html
14654,San Diego Clippers,1982,1982,/players/w/wileymi01.html
14655,Dallas Mavericks,1989,1995,/players/w/wileymo01.html
14656,Orlando Magic,1990,1992,/players/w/wileymo01.html
14657,San Antonio Spurs,1992,1992,/players/w/wileymo01.html
14658,Atlanta Hawks,1992,1995,/players/w/wileymo01.html
14659,Miami Heat,1994,1994,/players/w/wileymo01.html
14660,St. Louis Hawks,1958,1959,/players/w/wilfowi01.html
14661,St. Louis Hawks,1959,1959,/players/w/wilfowi01.html
14662,Cincinnati Royals,1960,1960,/players/w/wilfowi01.html
14663,Cincinnati Royals,1961,1961,/players/w/wilfowi01.html
14664,St. Louis Hawks,1961,1963,/players/w/wilkele01.html
14665,St. Louis Hawks,1962,1962,/players/w/wilkele01.html
14666,St. Louis Hawks,1964,1968,/players/w/wilkele01.html
14667,Seattle SuperSonics,1969,1972,/players/w/wilkele01.html
14668,Cleveland Cavaliers,1973,1974,/players/w/wilkele01.html
14669,Portland Trail Blazers,1975,1975,/players/w/wilkele01.html
14670,Seattle SuperSonics,1977,1977,/players/w/wilkebo01.html
14671,Denver Nuggets,1978,1980,/players/w/wilkebo01.html
14672,Chicago Bulls,1981,1981,/players/w/wilkebo01.html
14673,Cleveland Cavaliers,1982,1983,/players/w/wilkebo01.html
14674,Golden State Warriors,1975,1977,/players/w/wilkeja01.html
14675,Los Angeles Lakers,1978,1985,/players/w/wilkeja01.html
14676,Los Angeles Clippers,1986,1986,/players/w/wilkeja01.html
14677,Chicago Bulls,1981,1982,/players/w/wilkeja02.html
14678,Detroit Pistons,1983,1983,/players/w/wilkeja02.html
14679,Seattle SuperSonics,2005,2007,/players/w/wilkida02.html
14680,Seattle SuperSonics,2008,2008,/players/w/wilkida02.html
14681,Oklahoma City Thunder,2009,2009,/players/w/wilkida02.html
14682,Minnesota Timberwolves,2010,2010,/players/w/wilkida02.html
14683,Atlanta Hawks,2011,2011,/players/w/wilkida02.html
14684,Detroit Pistons,2012,2012,/players/w/wilkida02.html
14685,Philadelphia 76ers,2013,2013,/players/w/wilkida02.html
14686,Indiana Pacers,2018,2018,/players/w/wilkida02.html
14687,Atlanta Hawks,1983,1994,/players/w/wilkido01.html
14688,Los Angeles Clippers,1994,1994,/players/w/wilkido01.html
14689,Boston Celtics,1995,1995,/players/w/wilkido01.html
14690,San Antonio Spurs,1997,1997,/players/w/wilkido01.html
14691,Orlando Magic,1999,1999,/players/w/wilkido01.html
14692,New York Knicks,1985,1985,/players/w/wilkied01.html
14693,New York Knicks,1987,1991,/players/w/wilkied01.html
14694,Philadelphia 76ers,1993,1993,/players/w/wilkied01.html
14695,New York Knicks,1986,1992,/players/w/wilkige01.html
14696,Cleveland Cavaliers,1993,1994,/players/w/wilkige01.html
14697,Vancouver Grizzlies,1996,1996,/players/w/wilkige01.html
14698,Orlando Magic,1997,1999,/players/w/wilkige01.html
